Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	0.72107905	1.4103651	3.1226213	-1.6576781	87.041664	85.52411	276.0	0.0	1000.0	3004.0	0.10013333333333334	0.56480956	0.5195722	2.2146926	-1.6525242	-0.38482246	0.12004528	0.2346227	-0.85246426	-1.4901161e-08	0.023538323	-2.9802322e-08	-0.04003008	0.7048683	-0.55265826	217.66867	-130.74387	0.99999994	0.032040298	1.0	1.837877	0.19339693	30000	39.425671100616455
1	0.576666	1.6164346	3.7173054	-2.52084	112.958336	56.417694	227.0	11.0	1000.0	6422.0	0.10703333333333333	0.18237282	0.30383348	1.0829191	-0.6469279	9.910373	6.469698	20.388021	-6.042886	7.450581e-09	0.0015064755	-1.8626451e-08	-0.011033851	0.15640767	-0.039280735	79.5318	-8.985965	1.0320402	0.032516003	1.0	1.8389852	0.021213125	60000	77.61101651191711
2	1.0010463	2.0791392	5.656084	-2.3477783	117.5	75.83645	256.0	0.0	1000.0	9867.0	0.10963333333333333	0.08431855	0.3335094	1.0288111	-0.96130717	11.095081	6.09914	23.919607	-3.46594	-1.1175871e-08	0.0067874882	-2.9802322e-08	-0.017739274	0.19259757	-0.018602874	91.615524	-9.496814	1.0645562	0.033224106	1.0	1.839715	0.048177592	90000	115.80098295211792
3	1.2673198	2.7963195	10.054326	-2.3848968	128.91667	58.901695	260.0	19.0	1000.0	13770.0	0.11475	0.1296645	0.31959808	1.0167724	-1.0044599	11.816711	7.1329	27.41705	-4.1498923	-4.4703484e-08	-0.003857641	-6.7055225e-08	-0.023754252	0.27402574	-0.050521173	94.07396	-19.90945	1.0977803	0.033997416	2.0	1.8403249	0.025438398	120000	153.95459985733032
4	0.27049768	1.8106843	3.5344706	-3.031905	79.625	50.38503	235.0	0.0	1000.0	16245.0	0.1083	0.14013352	0.45243472	1.4148843	-1.1941881	9.374863	7.114165	33.191376	-2.946849	-7.450581e-09	-0.0021864125	0.0	-0.008983351	0.21267085	-0.057062343	56.042175	-14.082661	1.1317778	0.033415675	2.0	1.8411555	0.010644119	150000	192.39398789405823
5	-0.5736356	1.6777117	2.4242215	-4.228255	95.833336	62.952805	286.0	0.0	1000.0	18949.0	0.10527222222222223	0.06550836	0.5048843	1.2641437	-1.6024467	9.06351	7.357414	34.185795	-2.8618217	1.4901161e-08	-0.0021571382	1.4901161e-08	-0.011039859	0.19258186	-0.048180673	58.489426	-10.471946	1.1651934	0.033740282	1.0	1.8421361	0.018712413	180000	231.77731585502625
6	-0.22547571	1.620447	2.461495	-2.8155963	73.833336	52.226803	206.0	0.0	1000.0	21266.0	0.10126666666666667	-0.011581503	0.56606466	0.91747314	-1.7894161	7.689572	6.586864	34.455585	-1.5687108	0.0	-0.00361225	-7.450581e-09	-0.010642975	0.17788136	-0.06327741	46.21675	-7.6385565	1.1989337	0.033361316	2.0	1.8428319	0.013698319	210000	271.06030774116516
7	0.3136414	2.595119	6.8739953	-2.793807	71.958336	66.30578	293.0	0.0	1000.0	23534.0	0.09805833333333333	-0.03562741	0.5319561	1.2923912	-1.5093522	7.566957	6.6685333	32.962646	-1.2156405	3.7252903e-09	-0.0035469448	-1.4901161e-08	-0.00916134	0.19203685	-0.06487416	53.104366	-11.749055	1.232295	0.03303194	2.0	1.8436862	0.010259368	240000	310.42483830451965
8	0.20500998	2.739559	9.668551	-3.4348912	70.625	75.307045	296.0	0.0	1000.0	25491.0	0.09441111111111111	0.0022212006	0.49408904	1.4996444	-1.3770236	6.110149	6.6946177	37.004776	-4.178685	-1.4901161e-08	-0.003964973	-1.4901161e-08	-0.013912245	0.13708407	-0.040106267	47.403038	-14.911019	1.265327	0.03281021	2.0	1.8443807	0.014849765	270000	349.747918844223
9	-0.61440307	2.7410977	7.00243	-3.686117	69.625	48.24228	177.0	0.0	1000.0	27621.0	0.09207	0.05013597	0.5338093	1.507744	-1.3217802	6.8806334	7.559285	39.695354	-3.2223837	3.3527613e-08	-0.003997511	4.4703484e-08	-0.013922561	0.15131132	-0.047428336	57.423336	-19.885956	1.2981372	0.032682538	2.0	1.8450768	0.01386354	300000	389.09310841560364
10	-0.44985637	2.6541924	8.837777	-3.814928	69.375	43.694786	149.0	0.0	1000.0	29679.0	0.08993636363636363	-0.007359366	0.4989276	1.6668197	-1.4010876	6.6665583	6.1791515	37.604683	-1.8817873	-2.2351742e-08	-0.0034759922	-2.2351742e-08	-0.012183856	0.21003382	-0.07670091	48.76873	-13.04061	1.3308197	0.032621026	2.0	1.845839	0.016697472	330000	428.66308641433716
11	-0.8274562	1.8954678	4.0293407	-3.633009	40.875	34.66664	107.0	0.0	1000.0	30942.0	0.08595	-0.020537473	0.5091618	1.5719078	-1.5135354	5.125876	5.9401965	37.11658	-3.8326013	-2.7939677e-08	-0.0025753595	-4.8428774e-08	-0.0104037095	0.13027802	-0.053042393	35.21158	-11.671052	1.3634408	0.03086543	2.0	1.8464055	0.011304043	360000	468.7758631706238
12	-0.04921248	2.333816	5.7756453	-3.0743234	50.458332	40.413467	146.0	0.0	1000.0	32622.0	0.08364615384615384	-0.05975673	0.51583356	1.4507428	-1.3896275	4.300852	4.848258	28.037886	-5.5293827	-3.7252903e-09	-0.0026467948	0.0	-0.007569068	0.17042583	-0.06946225	40.755653	-12.183285	1.3943062	0.030001879	2.0	1.8469731	0.01404815	390000	508.8747937679291
13	-0.4194149	1.5363919	3.2088547	-2.7370143	51.291668	50.727604	190.0	0.0	1000.0	34285.0	0.08163095238095239	-0.063686185	0.5709713	1.8312829	-1.5705707	4.9760566	5.921813	39.077312	-3.0995445	0.0	-0.0027597058	5.5879354e-09	-0.016060228	0.1112834	-0.049410336	40.928574	-13.262239	1.4243081	0.029338479	2.0	1.8474615	0.02025418	420000	548.6582703590393
14	-1.423852	1.4107791	1.1640316	-4.0577836	42.416668	53.822945	225.0	0.0	1000.0	35801.0	0.07955777777777778	-0.031658385	0.44230947	1.4391114	-1.1878805	4.056577	6.2066417	36.5353	-2.845886	-1.6763806e-08	-0.002664776	-3.7252903e-08	-0.017036758	0.096260324	-0.039194573	31.021652	-10.185934	1.4536465	0.028175354	2.0	1.8480471	0.023060758	450000	588.355569601059
