Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	-0.26189205	0.8688825	1.0951385	-2.6225615	13.083333	18.128975	80.0	0.0	1000.0	391.0	0.013033333333333333	0.7530256	0.51390564	2.0276577	-1.0725923	-0.33197767	0.12079201	0.278644	-0.8755864	1.1175871e-08	0.012835532	9.313226e-09	-0.0032390703	0.9685652	-0.8574429	10.8711815	-4.145361	0.99999994	-0.031173885	1.0	1.837877	0.0224454	30000	25.604310989379883
1	-0.08355552	0.8434121	1.6239966	-1.4487127	14.875	18.162031	55.0	0.0	1000.0	767.0	0.012783333333333334	0.062273704	0.33493218	0.85007966	-1.053985	1.1742457	1.1674864	5.905404	-1.8877162	9.313226e-10	0.028406246	-5.5879354e-09	-0.0004006764	0.06272813	-0.016358785	6.8823333	-1.4964824	0.96882606	-0.030263782	1.0	1.8380811	0.07658227	60000	50.45466661453247
2	-0.17790526	0.6623989	1.0322669	-1.5254675	4.4583335	15.840294	79.0	0.0	1000.0	920.0	0.010222222222222223	-0.010404707	0.3234451	0.56162083	-0.8454584	0.9804848	1.536587	6.50293	-2.7354975	3.7252903e-09	0.0004421858	7.450581e-09	-0.0009069536	0.034241952	-0.00825314	4.1046476	-1.6287181	0.9385623	-0.02912128	1.0	1.8386856	0.005116786	90000	74.78879594802856
3	0.08058248	0.917592	3.1527855	-1.2313595	7.4166665	8.5289545	26.0	0.0	1000.0	1118.0	0.009316666666666666	0.015149578	0.24663557	0.5321797	-0.7913488	0.8900431	0.94784653	7.326727	-2.3151796	-3.7252903e-09	0.00010509777	-1.3038516e-08	-0.0020476459	0.036520902	-0.007217367	3.7717621	-0.65369576	0.909441	-0.028974354	1.0	1.8388877	0.009833871	120000	99.30557346343994
4	-0.1603285	0.729685	1.5970843	-1.4578736	5.375	19.185091	96.0	0.0	1000.0	1258.0	0.008386666666666667	0.006914507	0.29599354	0.61056805	-0.85830957	0.78981584	0.6766024	6.6118655	-1.9320242	-1.8626451e-09	-0.005346691	-3.7252903e-09	-0.005093738	0.033786595	-0.005800278	3.6491055	-1.7675586	0.88046664	-0.028368115	79.0	1.8390617	0.006152318	150000	131.07510924339294
5	-0.13585526	0.7432053	0.8680821	-1.8956097	2.3333333	4.938511	19.0	0.0	1000.0	1397.0	0.007761111111111111	-0.001155244	0.27570406	0.5763951	-0.82500786	0.38273957	0.7241142	9.108472	-2.4409952	-7.450581e-09	-0.0067336666	-9.313226e-09	-0.006419199	0.02671072	-0.0029311362	3.0037332	-1.413539	0.8520985	-0.029218316	79.0	1.818129	0.007127079	180000	162.87505292892456
6	-0.071350366	0.6687368	1.4423437	-1.1239839	3.125	5.0933986	17.0	0.0	1000.0	1487.0	0.007080952380952381	0.011006155	0.28575334	0.7293993	-0.8905315	0.5743211	1.144757	16.258617	-2.8919883	3.7252903e-09	0.005249177	-1.8626451e-09	0.00031173835	0.041807503	-0.009566471	2.1112928	-1.1690472	0.8228802	-0.028048277	6.0	1.8066465	0.016027672	210000	187.9438931941986
7	-0.073120944	0.8366559	1.9275984	-1.3968897	4.7916665	9.999913	48.0	0.0	1000.0	1637.0	0.006820833333333333	-0.008241505	0.3059172	0.63704133	-0.9742655	0.32460272	0.19003102	1.5850542	-1.4516579	-3.7252903e-09	-0.00036800862	-3.7252903e-09	8.150609e-05	0.041023336	-0.008237162	2.2042305	-0.3105166	0.79483193	-0.027411282	1.0	1.8062284	0.0027031023	240000	212.44141268730164
8	-0.15139009	0.74480516	1.0102768	-2.164132	4.9583335	8.815134	36.0	0.0	1000.0	1771.0	0.0065592592592592595	-0.013923305	0.29647914	0.6677333	-0.89796764	0.4980339	0.5221964	3.7117095	-1.0898196	-8.381903e-09	-0.00056719105	-1.8626451e-09	-0.00018843326	0.03357051	-0.0060412926	2.3632488	-0.39212835	0.76742065	-0.026748657	1.0	1.806018	0.00093574915	270000	236.82188820838928
9	-0.04843219	0.73996216	1.3916663	-2.215188	3.9166667	6.651545	23.0	0.0	1000.0	1916.0	0.006386666666666666	0.007681196	0.30092502	0.607618	-0.8511441	0.5116526	0.50888556	3.7489269	-1.871347	0.0	-0.0003685943	4.656613e-09	-0.00055815605	0.030300193	-0.0054393	2.958119	-0.50175893	0.740672	-0.026155949	1.0	1.8060465	0.0017507231	300000	261.3948447704315
