Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	0.2899407	1.7456895	6.7541475	-2.0244434	11.833333	19.605839	72.0	0.0	1000.0	375.0	0.0125	0.61262804	0.56213546	2.1498883	-1.138403	-0.43466067	0.11695238	0.053145185	-0.82302934	0.5915108	-0.4643972	-0.07227734	0.036300603	0.82409155	-0.6966628	14.720084	-6.327391	0	0	1.0	1.837877	0.78529775	30000	29.710166692733765
1	0.27594575	1.3861709	2.939837	-1.4810026	5.6666665	15.894618	61.0	0.0	1000.0	577.0	0.009616666666666667	0.13727838	0.36038947	1.1549908	-0.8325381	0.74207383	1.5144316	8.426116	-2.8524227	0.2876431	0.0115443785	0.05583052	-0.002993137	0.084490135	-0.018353473	7.07365	-2.3671465	0	0	1.0	1.8388531	0.2331757	60000	57.65002751350403
2	-0.11946329	0.86160004	2.408888	-1.714308	11.333333	32.24343	156.0	0.0	1000.0	886.0	0.009844444444444444	0.06885707	0.37519664	1.0684377	-0.8517032	0.83746785	1.3145901	12.907257	-2.116063	0.31662604	-0.0082459245	0.0033242723	-0.010606768	0.06773318	-0.012533193	16.26504	-7.9999433	0	0	1.0	1.8395183	0.1637209	90000	85.83778285980225
3	-0.019756258	1.4202807	5.6532702	-1.2966324	3.2916667	12.647394	63.0	0.0	1000.0	981.0	0.008175	0.027169932	0.28068316	0.8306513	-0.7331793	1.0984192	2.7690217	28.563614	-2.1336014	0.30002427	0.0035734214	0.008146144	-0.01102636	0.04294239	-0.0063003707	7.334851	-4.5864077	0	0	1.0	1.8398366	0.090595976	120000	114.26382827758789
4	0.15975681	0.9735188	2.3375854	-1.526971	2.7083333	7.43572	33.0	0.0	1000.0	1054.0	0.007026666666666666	0.025616935	0.31411633	0.7345442	-0.73277813	0.66529095	1.2820044	10.308376	-1.4927334	0.33116615	-0.000984516	-0.0070893983	0.0012074122	0.03957238	-0.00986112	2.9008403	-1.5211867	0	0	2.0	1.8400644	0.055999134	150000	142.82267594337463
5	0.28661886	1.0200982	3.1725624	-1.3259594	3.0416667	12.1979475	61.0	0.0	1000.0	1127.0	0.006261111111111111	0.043739136	0.26955283	0.8085707	-0.6328026	0.28716576	0.33259556	2.962392	-0.41547927	0.27923062	-0.0012898073	0.011169834	-0.00082547637	0.039926946	-0.012019699	1.6727136	-0.30318743	0	0	2.0	1.8404312	0.044623926	180000	171.5981993675232
6	0.31385446	0.9123534	2.1232538	-1.1683762	5.2916665	20.673008	103.0	0.0	1000.0	1469.0	0.006995238095238095	-0.0020936853	0.25829482	0.6790424	-0.7047894	0.23071426	0.5625426	16.802557	-0.6946708	0.31856093	-0.01175046	-0.12452185	0.03078788	0.025796039	-0.005974383	26.15886	-19.758848	0	0	2.0	1.8405402	0.10276174	210000	200.2344172000885
7	0.57913584	1.710894	6.142461	-0.33686733	2.125	5.5174913	21.0	0.0	1000.0	1520.0	0.006333333333333333	0.020375025	0.24498983	0.6591317	-0.79316306	0.8771005	3.0405893	38.91448	-1.3334084	0.24324149	-0.00031351112	-0.06814064	-0.024681129	0.063886255	-0.009857235	10.47754	-9.1418085	0	0	1.0	1.8408808	0.057662733	240000	228.62112736701965
8	0.36336148	1.33211	5.6033154	-1.2934043	5.0416665	13.746149	52.0	0.0	1000.0	1644.0	0.0060888888888888885	0.04681399	0.26490277	0.9146452	-0.7100571	0.23940098	0.31030434	1.6464634	-0.63373876	0.28141052	-0.00013710186	-0.0013437856	0.00024296931	0.037283722	-0.009794951	5.0788965	-0.69135684	0	0	2.0	1.8411524	0.08396955	270000	257.3313105106354
9	-0.009533425	0.7182738	1.3662785	-1.5856555	4.5	11.954776	43.0	0.0	1000.0	1788.0	0.00596	0.017966988	0.2882385	0.8285046	-0.81136477	0.4708916	0.6546657	4.17082	-0.7619014	0.296255	-0.00064551644	-0.012394406	0.0014776044	0.030410193	-0.008842016	3.8735309	-0.8897723	0	0	2.0	1.8415056	0.057157993	300000	286.9943869113922
10	-0.10180315	0.87976086	2.1345465	-1.2148905	6.1666665	17.39173	77.0	0.0	1000.0	1942.0	0.005884848484848485	0.030115023	0.3067379	0.8054072	-0.7753477	0.5589234	0.9293264	6.6115413	-1.247868	0.28931135	-0.0019085389	-0.014387227	0.0021157858	0.029691782	-0.007716951	5.3934093	-1.4033158	0	0	2.0	1.8418124	0.047684863	330000	316.3009068965912
