1688985376.953518,10000,0.000375000003259629
1688985413.94625,20000,-6190.3388671875
1688985466.3083818,30000,-104.38970184326172
1688985499.128334,40000,-4658.31005859375
1688985532.8895307,50000,-4643.00634765625
1688985563.2365563,60000,-1419.5283203125
1688985594.0271673,70000,-748.7968139648438
1688985626.590579,80000,-304.41033935546875
1688985655.76357,90000,34.23265838623047
1688985686.0684094,100000,117.55465698242188
1688985721.0781515,110000,-77.3923568725586
1688985758.4077678,120000,418.007568359375
1688985795.1546094,130000,130.45654296875
1688985832.556914,140000,-770.6196899414062
1688985868.8901331,150000,547.2587280273438
1688985906.5594156,160000,706.8515625
1688985948.9107177,170000,886.9931640625
1688985992.0204585,180000,796.1134643554688
1688986034.2671096,190000,931.4431762695312
1688986080.5128808,200000,1197.076416015625
1688986125.6119435,210000,442.7539367675781
1688986171.580668,220000,1170.801025390625
1688986219.570566,230000,1428.584716796875
1688986283.3167763,240000,1053.771728515625
1688986335.5836139,250000,810.650390625
1688986381.4545813,260000,1294.25537109375
1688986433.461709,270000,815.5997924804688
1688986480.713675,280000,1132.0423583984375
1688986537.71903,290000,601.0122680664062
1688986589.784086,300000,1153.8377685546875
1688986644.8236413,310000,821.6895141601562
1688986697.1579206,320000,1127.786865234375
1688986749.0020683,330000,1208.6226806640625
1688986804.7397912,340000,1084.8272705078125
1688986859.406618,350000,1148.6240234375
1688986913.0807347,360000,1214.4039306640625
1688986966.9695609,370000,1318.804931640625
1688987019.340987,380000,1060.3521728515625
1688987077.3139267,390000,1104.8472900390625
1688987131.0933237,400000,1200.4505615234375
1688987186.2421615,410000,1029.5107421875
1688987239.6014614,420000,1366.8310546875
1688987291.2164295,430000,1411.7705078125
1688987337.0940025,440000,1248.19384765625
1688987383.803788,450000,1241.586181640625
1688987431.9845238,460000,1373.3916015625
1688987483.409775,470000,1229.6019287109375
1688987537.9544249,480000,1146.724853515625
1688987593.0935197,490000,1312.8853759765625
1688987645.0463293,500000,1583.4676513671875
1688987699.7509046,510000,983.540283203125
