Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	-0.5293317	1.6091336	2.669322	-3.0370998	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	-0.77339894	0.18418835	-0.16210172	-1.3416163	0.68459904	0.3619724	1.6308123	-0.011095852	4.5595026	-4.1492586	3.3140182	-3.0751684	0.56561655	-0.502085	0.5295918	-0.5073315	0	0	1.0	1.837877	1.3465102	30000	30.296875
1	-0.31435525	0.6288418	0.7631768	-1.6826811	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	-0.20702314	0.256466	0.5207804	-0.92369753	0.05874863	0.08287249	0.3970696	-0.24044572	0.96464	-0.37176636	-0.015424483	0.004991447	0.090286046	-0.075229615	0.009488834	-0.008488033	0	0	1.0	1.8378813	0.835721	60000	58.38438010215759
2	-0.24079144	0.84247816	1.8314186	-1.5895481	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	-0.06017556	0.12820806	0.28524712	-0.40008464	0.009257664	0.021473132	0.13178827	-0.110614784	0.4083507	-0.12894812	-0.0024498533	0.0023862028	0.021190815	-0.00334297	0.0005282969	-0.0003180108	0	0	1.0	1.8378478	0.63708013	90000	88.45177936553955
3	-0.3448527	1.1946036	4.5509872	-1.5754273	0.75	3.5968738	18.0	0.0	1000.0	18.0	0.00015	-0.03540088	0.124702126	0.3428062	-0.36841518	0.004318616	0.014099084	0.10394173	-0.087626375	0.3696779	-0.095378935	-0.02747017	0.022426583	0.029115412	-0.0065797446	0.4180814	-0.059929796	0	0	1.0	1.8378232	0.49819195	120000	118.79205775260925
4	0.13427313	0.73781425	1.8133472	-0.99773836	2.875	11.072912	54.0	0.0	1000.0	87.0	0.00058	0.009171511	0.19971815	0.508834	-0.43264157	0.013532645	0.17984763	1.1563423	-0.5958828	0.26100427	0.012374258	-0.00416431	0.0044482094	0.021027222	-0.005140269	4.4221506	-2.4660428	0	0	1.0	1.837789	0.31539673	150000	148.07640838623047
5	0.059184562	0.67695683	2.4049895	-0.61683244	0.9583333	3.207792	13.0	0.0	1000.0	110.0	0.0006111111111111111	0.003925224	0.20106408	0.45762452	-0.43002406	0.060507666	0.44122386	9.923635	-2.9433162	0.25849226	-0.0009294264	-0.0017832019	-4.555419e-06	0.026909342	-0.005595183	0.4865014	-0.15463212	0	0	1.0	1.8377621	0.20028287	180000	177.13254714012146
6	0.48398578	1.0598874	4.454467	-0.5329434	1.25	4.1558194	16.0	0.0	1000.0	154.0	0.0007333333333333333	-0.00057583785	0.25579822	0.600377	-0.59231824	0.11695151	0.35972083	5.842939	-1.7557803	0.26811117	0.002744196	-0.009527978	0.00020018601	0.034998823	-0.008485312	0.7284706	-0.17237514	0	0	1.0	1.8377405	0.12731375	210000	205.89940476417542
7	-0.058585208	0.64495635	2.109409	-0.7817488	3.8333333	16.792028	84.0	0.0	1000.0	773.0	0.0032208333333333334	0.027256519	0.2380987	0.7869677	-0.70511085	0.2421992	0.42443624	2.2799928	-1.362312	0.29900175	9.050779e-05	-0.0031419331	0.00028611388	0.018756837	-0.008387864	142.23222	-123.15027	0	0	1.0	1.8377244	0.08484742	240000	234.72400093078613
8	-0.04410876	0.8523693	3.2309742	-1.1582519	18.916666	48.80225	188.0	0.0	1000.0	1278.0	0.004733333333333333	0.0026524544	0.25730878	0.7224434	-0.6766453	0.29564267	1.3338393	35.75166	-14.359771	0.2920537	0.00013777986	-0.0264917	0.0018956632	0.026321217	-0.009967236	38.309196	-28.71389	0	0	1.0	1.8377129	0.056097887	270000	263.6206934452057
9	0.07205489	0.6934642	1.9754926	-0.9109158	0.0	0.0	0.0	0.0	1000.0	1278.0	0.00426	0.015296061	0.25014475	0.56118935	-0.6923996	0.67426366	0.89553934	21.071865	0.059034765	0.27769938	-1.4360994e-06	-0.030720584	0.0025292272	0.021684594	-0.0064664553	1.1598818	-1.100109	0	0	2.0	1.8377042	0.078554325	300000	292.4033181667328
