Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	-0.20246816	0.6952319	0.94432014	-1.630864	73.0	65.60233	203.0	0.0	1000.0	2169.0	0.0723	0.7611189	0.5401908	2.0892546	-1.0463864	-0.32011127	0.11883854	0.23552173	-0.8916313	-2.142042e-08	0.03165639	-2.9802322e-08	-0.0037758201	0.9657225	-0.89360225	128.70076	-71.468956	0	0	1.0	1.837877	0.03203298	30000	27.474355220794678
1	-0.00045181313	0.65016085	1.3153917	-1.0774696	77.458336	69.33973	192.0	0.0	1000.0	4123.0	0.06871666666666666	0.038278703	0.317093	0.8303479	-0.87799823	6.2591553	3.6450531	16.193434	-2.7849913	1.8626451e-09	0.04587084	-7.450581e-09	0.007482661	0.042372927	-0.010905378	71.11187	-26.075718	0	0	1.0	1.8377125	0.061766572	60000	53.32113265991211
2	-0.027256655	0.6709397	1.3710542	-1.7111144	57.125	67.82595	259.0	0.0	1000.0	5802.0	0.06446666666666667	0.0040967735	0.31114814	0.6085566	-0.8379698	4.6642733	6.376856	24.819103	-7.584995	-1.4901161e-08	0.0051500765	-3.7252903e-08	0.0020466498	0.036899198	-0.0064182812	41.87901	-8.699458	0	0	1.0	1.8384194	0.011641767	90000	78.92207622528076
3	-0.06868097	0.813617	1.0380337	-2.0114372	75.666664	66.30464	209.0	0.0	1000.0	8141.0	0.06784166666666666	0.0016164009	0.26377928	0.5003484	-0.7556284	10.088215	7.9012527	30.847202	-2.2897887	3.7252903e-09	-0.00024759793	6.7055225e-08	-0.0015440858	0.026953846	-0.007839529	56.68896	-16.257397	0	0	1.0	1.8389041	0.00280996	120000	104.89581871032715
4	-0.06604654	0.73886514	1.3908204	-1.5589745	96.875	87.58344	328.0	0.0	1000.0	10692.0	0.07128	0.013480214	0.2923037	0.5151221	-0.85047436	7.794851	7.4558434	35.5721	-4.303091	4.656613e-09	0.0004788458	-3.7252903e-08	-0.0027052904	0.022862285	-0.004729439	57.90162	-16.977669	0	0	1.0	1.8391924	0.0039577396	150000	130.9538185596466
5	-0.058618296	0.70429945	0.9963436	-1.6376765	50.208332	54.8794	174.0	0.0	1000.0	12228.0	0.06793333333333333	0.021422079	0.28456017	0.4917326	-0.73533386	7.074056	8.302713	39.747196	-2.8521857	-1.3038516e-08	-0.008236864	1.4901161e-08	0.0028775195	0.025795015	-0.0018021497	41.397842	-12.802972	0	0	79.0	1.8394058	0.005625422	180000	164.2919144630432
6	0.20629351	0.95656854	2.6466105	-1.1981237	70.5	58.804054	211.0	0.0	1000.0	14219.0	0.0677095238095238	0.006274489	0.3004646	0.52923185	-0.7883538	6.7302494	7.3692107	39.574345	-4.0955076	7.450581e-09	-0.009394931	-7.450581e-09	0.0025070822	0.04255166	-0.0066645574	36.81993	-9.902643	0	0	79.0	1.8303686	0.0054702573	210000	197.30724620819092
7	0.017291402	0.92522573	1.7025356	-1.8134935	66.125	61.26399	218.0	0.0	1000.0	16485.0	0.0686875	0.014509064	0.2890887	0.56267995	-0.71700734	6.8892894	8.2728	39.050686	-1.9234416	-9.313226e-09	-0.0012095291	-5.9604645e-08	-0.0013726011	0.051194735	-0.019751456	45.240234	-9.259329	0	0	12.0	1.8159604	0.0070994757	240000	224.08709478378296
8	-0.30774117	0.9026312	1.7468568	-2.330276	50.125	55.0222	209.0	0.0	1000.0	18171.0	0.0673	0.010254897	0.29740354	0.7515674	-0.7161774	7.1217856	7.851978	38.453648	-2.3371036	-1.4901161e-08	0.0023740241	5.2154064e-08	-0.0036306018	0.04160389	-0.0065319487	38.514313	-13.709625	0	0	1.0	1.8100786	0.008338349	270000	249.88459873199463
9	-0.30927408	1.0965862	1.1042163	-2.5954328	59.833332	65.2908	233.0	0.0	1000.0	19965.0	0.06655	0.021183195	0.29256254	0.62570703	-0.742617	6.6352773	8.088397	38.096912	-0.99297273	-6.519258e-09	-0.0013077317	0.0	-0.0009479325	0.057130095	-0.011885983	29.963348	-8.38968	0	0	1.0	1.8089268	0.0014410815	300000	275.56421279907227
10	-0.010214676	1.0107021	2.010306	-1.5626158	53.458332	49.07221	138.0	0.0	1000.0	21897.0	0.06635454545454546	-0.044738885	0.27498055	0.5869116	-0.82716745	5.8443627	6.7499433	35.468998	-1.9953071	7.450581e-09	-0.001262482	4.0978193e-08	0.003952284	0.03818597	-0.013507435	41.961098	-15.114761	0	0	1.0	1.8081126	0.0026613479	330000	301.38250374794006
11	0.7478021	1.547178	5.200239	-1.38962	53.083332	56.405464	189.0	0.0	1000.0	23505.0	0.06529166666666666	0.054896947	0.32854417	0.9175018	-0.69945586	6.260786	7.5869527	38.23888	-6.309751	2.3283064e-09	-0.00039908697	7.450581e-09	0.0006675812	0.11752793	-0.051875122	33.54418	-12.348303	0	0	1.0	1.8076862	0.0033248218	360000	327.02093267440796
12	0.628816	1.0853916	3.650551	-0.8458173	61.25	54.449707	171.0	0.0	1000.0	25183.0	0.06457179487179487	0.10080238	0.30626288	1.0998095	-0.825332	5.89957	6.1371326	37.27246	-1.9449637	-7.450581e-09	-0.000478646	7.450581e-09	-0.0007071174	0.06695338	-0.025512597	27.7882	-9.662203	0	0	1.0	1.8075447	0.0003298989	390000	352.6632218360901
13	0.016168177	1.1209037	2.0762613	-2.3622391	68.208336	55.566013	187.0	0.0	1000.0	27112.0	0.06455238095238096	0.052968055	0.29077283	0.77917385	-0.8708969	6.196522	7.3972554	35.795223	-2.7592986	5.122274e-09	-0.008053459	7.450581e-09	0.0010884013	0.052138582	-0.015334382	26.043583	-8.525818	0	0	79.0	1.8076019	0.0052288612	420000	385.61580634117126
14	0.33773783	1.2160966	3.3138871	-1.4885811	43.458332	46.50267	159.0	0.0	1000.0	28710.0	0.0638	0.013552117	0.299631	0.72387034	-0.8504333	6.328102	7.55573	37.09705	-2.5185266	-1.8626451e-09	-0.00085405447	0.0	-0.0003968901	0.058836274	-0.015367437	28.17826	-9.154299	0	0	6.0	1.8008608	0.0016549233	450000	411.50035071372986
15	0.6312351	1.3257444	4.0365205	-1.7304639	49.541668	48.935314	159.0	0.0	1000.0	30361.0	0.06325208333333333	0.040925168	0.31811818	0.84589034	-1.1433395	4.950921	6.558626	40.961388	-1.3268532	3.7252903e-09	-0.0004438284	-1.3038516e-08	-0.001830738	0.05435661	-0.015650133	31.54546	-11.68171	0	0	1.0	1.8001406	0.0026289835	480000	437.0980796813965
16	0.46910083	1.5495219	4.449303	-1.6887814	58.375	54.19395	194.0	0.0	1000.0	31941.0	0.06262941176470588	0.062433846	0.30829936	0.86496705	-1.0024095	5.99952	7.095023	38.57327	-2.7776024	4.656613e-10	-0.00047991925	2.7008355e-08	0.0006316205	0.08832526	-0.023426283	23.90717	-10.017722	0	0	1.0	1.7997421	0.0005219412	510000	462.56323289871216
17	0.24658686	1.311062	4.1206164	-2.3768232	46.791668	49.61181	183.0	0.0	1000.0	33217.0	0.061512962962962964	0.02757688	0.34387326	1.3019016	-1.2642864	4.5125666	6.0239234	37.849487	-2.8653104	-9.313226e-09	-0.0009912006	-1.1175871e-08	-0.0013755737	0.053413227	-0.014137266	28.433622	-10.768972	0	0	1.0	1.7996376	0.0015256194	540000	488.083952665329
18	0.09337384	1.1182349	2.4837642	-2.5641532	62.041668	51.771515	175.0	0.0	1000.0	35080.0	0.06154385964912281	0.004488301	0.30781755	1.0689536	-0.96431345	5.5552554	6.8341856	36.52187	-3.4727538	7.450581e-09	-0.0007353709	-3.7252903e-08	0.0013342081	0.05912775	-0.014019191	29.945463	-13.39529	0	0	1.0	1.7994931	0.0008143669	570000	513.5317013263702
19	0.55591726	1.6127082	3.646404	-3.1084857	60.125	59.10183	185.0	0.0	1000.0	36758.0	0.061263333333333336	-0.04434624	0.33273074	0.84001136	-1.2071314	5.3827467	6.875976	38.959656	-3.3036315	4.656613e-09	-0.00092133257	1.4901161e-08	-0.00032894872	0.0697888	-0.021222543	24.457653	-11.536964	0	0	1.0	1.7991976	0.00054374355	600000	539.1548132896423
20	0.73470134	1.6477331	5.1532016	-3.2676535	61.166668	52.666927	192.0	0.0	1000.0	38440.0	0.061015873015873016	0.061802294	0.35043475	0.94472367	-1.32276	5.394699	7.581735	44.45682	-4.842208	1.8626451e-09	-0.0009910013	3.3527613e-08	-0.00016356725	0.0653597	-0.024100766	24.725319	-11.309191	0	0	1.0	1.7989933	0.0009088968	630000	564.6384320259094
21	0.29052064	1.7932212	4.4657555	-3.027966	52.083332	41.58417	137.0	0.0	1000.0	40147.0	0.06082878787878788	0.036760174	0.33909345	1.0954124	-1.1755813	5.8199606	7.1039224	37.714993	-3.6530294	1.1175871e-08	-0.0011440653	4.0512532e-08	0.0014332072	0.05931294	-0.010703719	25.344215	-11.868998	0	0	1.0	1.7988287	0.0008237624	660000	590.2070982456207
22	0.3095894	1.4899076	4.3303924	-2.8497357	46.875	52.348442	209.0	0.0	1000.0	41657.0	0.06037246376811594	0.12425987	0.33498538	0.9528516	-1.1483089	6.0235724	7.562955	40.975388	-3.4631803	7.450581e-09	-0.0006351562	2.2351742e-08	0.001101439	0.06255887	-0.02234108	25.700996	-13.153257	0	0	1.0	1.7985647	0.00070104084	690000	615.8133406639099
23	0.25526235	1.6132908	4.089713	-4.333603	63.083332	63.598297	240.0	0.0	1000.0	43350.0	0.060208333333333336	0.034631647	0.3381902	1.1992162	-1.2365472	5.8493567	7.3308334	39.532413	-5.498014	4.656613e-09	-0.008855907	-2.2351742e-08	-0.0022612936	0.056368023	-0.017245943	28.902641	-13.758225	0	0	79.0	1.7981529	0.0053383447	720000	648.5579917430878
24	0.5529392	1.3530449	3.2000983	-2.399848	75.666664	48.65582	197.0	0.0	1000.0	45582.0	0.060776	0.04643255	0.31619298	0.8532418	-1.2627722	6.396254	8.149821	42.328064	-4.249203	-1.8626451e-09	-0.00877209	-7.450581e-09	-0.0015589898	0.057829782	-0.018297972	26.217224	-13.165532	0	0	79.0	1.7814515	0.0051756245	750000	681.2369911670685
25	0.8675856	1.5399196	4.205905	-1.1949544	42.208332	56.350822	219.0	0.0	1000.0	46930.0	0.06016666666666667	0.042176634	0.26936018	0.84279335	-1.1280527	4.808046	6.882868	39.17822	-4.6572676	-1.8626451e-09	-0.0010942471	2.9802322e-08	-0.00026060548	0.06280672	0.0024521216	21.923517	-11.0632515	0	0	6.0	1.7624669	0.0025261613	780000	707.1305639743805
26	0.99335045	1.1001515	3.1600862	-0.84119666	72.791664	61.03413	254.0	0.0	1000.0	49100.0	0.06061728395061729	-0.08317986	0.29346177	0.8753782	-1.5049231	6.6743417	7.793695	37.815838	-4.5397906	7.450581e-09	-0.00048315723	2.2351742e-08	0.0012979135	0.07240409	-0.04020902	40.284355	-25.792873	0	0	1.0	1.7594793	0.004763216	810000	732.4107303619385
27	1.1048427	1.6953937	7.3106084	-1.0240201	39.333332	41.484604	140.0	0.0	1000.0	50463.0	0.060075	0.09003603	0.31953403	1.1087347	-1.2288102	5.034992	6.5745735	39.959644	-6.839592	1.1175871e-08	9.50438e-06	3.3527613e-08	0.0012540395	0.053584892	-0.018067349	20.867294	-11.137896	0	0	1.0	1.758357	0.0036275086	840000	757.7653722763062
28	0.88143355	1.5168674	4.681484	-1.3282235	49.458332	44.941612	167.0	0.0	1000.0	51833.0	0.05957816091954023	0.09125876	0.30573684	1.3158791	-1.1472505	4.4901404	6.5846047	39.405678	-4.8248997	1.8626451e-09	-0.0011592233	-1.4901161e-08	0.00041658356	0.044824146	-0.01362564	17.72677	-9.073408	0	0	1.0	1.7573805	0.003231752	870000	783.3607852458954
29	0.7877918	1.3098428	2.7409735	-2.6214771	53.041668	46.378407	167.0	0.0	1000.0	53224.0	0.059137777777777775	0.08440481	0.307702	1.2298298	-1.1174192	5.4087377	7.1517625	40.588196	-4.416094	7.450581e-09	-0.00081163016	-2.0489097e-08	0.00060998835	0.047693536	-0.01439436	19.695187	-10.831993	0	0	1.0	1.7566671	0.0005292972	900000	808.7153921127319
30	1.088325	1.5916681	5.883272	-1.8436277	37.791668	39.601112	121.0	0.0	1000.0	54562.0	0.058668817204301074	0.10453976	0.3007644	1.0819892	-1.6081947	5.2157707	6.6521254	39.779346	-3.208273	9.313226e-10	-0.0011798313	2.7939677e-08	0.00046252646	0.04614335	-0.012130059	19.942696	-10.999852	0	0	1.0	1.755944	0.0010834448	930000	834.3679616451263
31	1.5200815	1.6167963	6.5276284	-2.143393	49.375	50.36352	181.0	0.0	1000.0	56190.0	0.05853125	0.10083983	0.3159993	1.2120886	-1.2613028	5.0231986	6.822875	38.96493	-5.2868333	-2.2351742e-08	-0.0006837146	-7.450581e-09	0.00018825941	0.06742077	-0.018943733	20.532135	-10.627616	0	0	1.0	1.7553723	0.00028898462	960000	859.7128441333771
32	1.6359781	1.4229391	4.834201	-0.64487994	51.083332	48.14554	151.0	0.0	1000.0	57620.0	0.0582020202020202	0.16740732	0.3472822	1.7836368	-1.4950292	4.6047783	6.5036516	37.479244	-3.8763971	-4.656613e-10	-0.00094082335	3.3527613e-08	0.00041993894	0.06475128	-0.023314599	31.588678	-20.441746	0	0	1.0	1.7549205	0.0005837559	990000	884.9640352725983
