Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
0	-0.21114452	1.1468623	2.3305612	-2.2766945	72.083336	59.834435	179.0	2.0	1000.0	2405.0	0.08016666666666666	0.7673458	0.53295445	2.0703483	-1.0060328	-0.289682	0.118246295	0.3031673	-0.87380314	1.5133992e-08	0.015459943	-5.9604645e-08	0.00020270888	0.9906473	-0.8990435	146.73018	-87.08876	0	0	1.0	1.837877	0.029132595	30000	29.005202054977417
1	0.08188924	0.81937665	1.569835	-1.5928543	74.666664	68.9841	281.0	0.0	1000.0	4728.0	0.0788	0.0223261	0.2815986	0.88904166	-0.8454926	7.3918667	4.108042	16.14642	-2.6640391	-4.656613e-09	0.044161	3.7252903e-08	-0.002078298	0.06112065	-0.010582121	60.92859	-9.809454	0	0	1.0	1.8379831	0.05652611	60000	56.40093755722046
2	0.36753365	0.8894317	2.401216	-1.0982937	64.958336	70.373695	209.0	0.0	1000.0	6803.0	0.07558888888888889	0.023710921	0.30455545	0.88943404	-0.8866483	6.6673	5.506617	22.031738	-3.3558664	4.1909516e-09	0.0018065942	8.940697e-08	-0.00057484256	0.05445037	-0.006325371	43.707367	-7.6350927	0	0	1.0	1.8385451	0.008438734	90000	82.95164728164673
3	0.36247587	0.72906214	2.0007799	-0.76515037	75.583336	58.87835	208.0	0.0	1000.0	8916.0	0.0743	-0.03091096	0.36982977	0.774365	-1.0649221	9.291104	6.9185534	28.051802	-3.2248979	-8.032657e-09	-0.009294976	1.1175871e-08	0.0040032296	0.048749015	-0.015459708	54.322403	-12.039528	0	0	79.0	1.8391192	0.0061329734	120000	116.98190593719482
4	-0.2547171	1.1046361	1.9616951	-2.3510537	75.958336	79.51388	279.0	0.0	1000.0	11199.0	0.07466	0.067621656	0.29339132	0.6530862	-0.771927	6.775272	6.7455134	32.2649	-4.1847625	-5.5879354e-09	-0.009016962	-8.195639e-08	0.0027824305	0.07795476	-0.017136345	45.76831	-12.912289	0	0	79.0	1.8400059	0.0062072063	150000	150.7539200782776
5	0.032018702	0.9941821	1.2610279	-2.756675	71.041664	60.47829	233.0	2.0	1000.0	13358.0	0.07421111111111112	0.064805366	0.32113495	0.8862979	-0.95206505	8.234109	7.0632644	34.90631	-1.7859563	1.8626451e-09	-0.009131577	0.0	0.0040318267	0.09423723	-0.020858264	44.281723	-12.181591	0	0	79.0	1.8162794	0.0056571215	180000	186.20850539207458
6	0.26966092	1.0688275	2.4535909	-1.6684382	106.583336	71.38447	252.0	6.0	1000.0	16242.0	0.07734285714285714	0.0011829106	0.27427515	0.6940407	-0.987798	8.546391	6.9003024	34.605164	-2.3715436	-2.4214387e-08	-0.008996341	-5.8673322e-08	0.0016844496	0.06900914	-0.013314848	67.81479	-17.940407	0	0	79.0	1.8086206	0.0047447155	210000	222.37909412384033
7	-0.09555503	1.0629961	2.4742281	-1.796442	96.583336	68.65549	241.0	0.0	1000.0	18995.0	0.07914583333333333	0.04640585	0.29443255	0.68487465	-0.96125245	9.378625	7.476457	35.28625	-3.1001658	1.3969839e-08	0.0070535676	-3.7252903e-08	-0.0051089656	0.09084818	-0.022504978	71.421135	-26.76395	0	0	52.0	1.8038149	0.020327179	240000	253.34297227859497
8	0.7682263	0.9787937	2.3873303	-1.829066	83.208336	65.95199	283.0	2.0	1000.0	21536.0	0.07976296296296297	-0.030436175	0.2868914	0.6826069	-0.8193767	8.025223	6.362938	34.263706	-4.089066	-1.8626451e-09	0.047889233	6.7055225e-08	0.017410245	0.079892725	-0.031790767	54.19405	-12.842979	0	0	1.0	1.7938523	0.06967938	270000	279.53537797927856
9	0.7993598	1.3274944	3.6626816	-1.4063054	91.833336	62.384335	271.0	5.0	1000.0	24286.0	0.08095333333333334	0.18404378	0.2574233	0.70482403	-0.6905504	10.61155	8.801243	41.4538	-3.1171966	-5.5879354e-09	0.003332737	-2.2351742e-08	0.00043224916	0.10596186	-0.031387024	60.088646	-22.736519	0	0	1.0	1.7939227	0.009860573	300000	305.6480574607849
10	0.3898776	1.0104612	2.6427143	-2.0451665	87.5	52.869335	242.0	3.0	1000.0	26911.0	0.08154848484848484	0.115812995	0.30749717	0.9562456	-0.9406376	9.2094145	6.2875414	36.870205	-1.6979805	1.4901161e-08	-0.00012720679	0.0	-0.0017560271	0.096735865	-0.023818158	70.12418	-17.788057	0	0	1.0	1.7941499	0.0011109987	330000	332.1427869796753
11	0.58101946	1.1417321	2.80987	-1.7073326	79.583336	45.803852	150.0	0.0	1000.0	29107.0	0.08085277777777777	0.07535099	0.32338172	1.0887799	-0.9116459	7.942118	6.577699	35.023163	-1.8403943	-7.450581e-09	-0.0003521964	1.8626451e-08	0.0011526346	0.11520269	-0.036304012	31.602812	-9.145744	0	0	1.0	1.7946763	0.0027471124	360000	359.7416818141937
12	0.7017537	1.6191367	3.5151427	-2.6419065	70.208336	42.358566	151.0	2.0	1000.0	31425.0	0.08057692307692307	0.047394462	0.3462324	1.1142982	-1.1005177	8.082108	5.589607	33.301517	-1.1601218	2.2351742e-08	-0.0003923555	-2.9802322e-08	0.00042218668	0.11671251	-0.04659187	46.49077	-13.236019	0	0	1.0	1.795351	0.00010656215	390000	386.49790692329407
13	-0.119704165	1.5369416	2.857197	-3.0218713	67.0	49.68484	184.0	0.0	1000.0	33454.0	0.07965238095238095	0.021424294	0.38534352	1.0398334	-1.2589718	7.6735168	6.1855493	32.844624	-2.122955	0.0	-0.00062848814	-2.2351742e-08	0.0003573883	0.09862349	-0.041178636	35.636787	-9.9516735	0	0	1.0	1.7961191	0.0014797705	420000	413.3265314102173
14	0.63023347	1.2058496	3.434321	-0.98714083	98.375	47.424335	206.0	20.0	1000.0	36254.0	0.08056444444444444	0.012530605	0.40697208	1.0236012	-1.2417017	7.772899	5.8009553	32.200836	-1.8178093	-1.1175871e-08	-0.0014992626	0.0	-0.0025286023	0.0918653	-0.03702862	40.95332	-16.744246	0	0	1.0	1.7968972	0.0030224724	450000	439.8154182434082
15	0.46118906	1.4327537	3.9965758	-1.8857672	57.916668	42.92524	139.0	2.0	1000.0	38165.0	0.07951041666666667	0.1141716	0.37681007	1.0702504	-0.9700576	6.5303135	5.510408	31.79665	-5.0520444	-1.6763806e-08	-0.00095320353	2.6077032e-08	-0.000605413	0.08535753	-0.03550218	47.332443	-15.927437	0	0	1.0	1.7976573	0.00068340934	480000	466.3607654571533
16	0.62799245	1.3630961	3.0549097	-2.067035	74.083336	51.16714	195.0	2.0	1000.0	40107.0	0.07864117647058824	0.026532406	0.37237546	1.064029	-1.0412754	6.795244	6.4000177	35.918438	-3.7293427	0.0	-0.0011168746	1.1175871e-08	0.00035785232	0.062726066	-0.025861166	28.597076	-11.6773815	0	0	1.0	1.7981771	0.00073179475	510000	493.38939142227173
17	0.17241824	1.4136832	2.4453046	-4.077736	92.166664	42.265697	151.0	3.0	1000.0	42872.0	0.0793925925925926	0.10891468	0.38719326	1.1123617	-0.8646922	8.658401	6.6675167	35.68645	-2.8724408	1.8626451e-08	-0.000644451	2.6077032e-08	-0.0006404444	0.06844771	-0.030882703	43.25865	-15.600253	0	0	1.0	1.7985928	0.0007047452	540000	520.5793488025665
18	0.10120622	1.3120979	3.0398147	-2.5259202	66.583336	49.791164	157.0	0.0	1000.0	44722.0	0.07845964912280702	0.0027007163	0.39910093	0.9827906	-1.6245899	6.839052	6.013385	36.90717	-2.5991693	1.8626451e-08	-0.0008801018	-3.7252903e-09	0.0007952824	0.06542148	-0.024295334	22.720062	-7.4461756	0	0	1.0	1.7987478	0.00048858067	570000	546.624630689621
19	0.34348473	1.2828169	3.0645847	-2.2215974	79.25	49.925987	223.0	2.0	1000.0	47211.0	0.078685	0.06207217	0.39502957	0.9500338	-1.4869063	8.00978	6.198833	34.46697	-1.8683021	6.0535967e-09	-0.0012022648	3.3527613e-08	-0.00019698264	0.058858104	-0.022596745	33.49942	-12.369227	0	0	3.0	1.7986828	0.0006018271	600000	574.2706654071808
20	0.5276279	1.189557	2.5842206	-1.9546885	70.0	39.627434	161.0	7.0	1000.0	49421.0	0.07844603174603175	0.01492561	0.36997572	1.1320713	-1.1203301	7.0045104	6.5864425	34.030376	-3.3678243	-3.7252903e-09	-0.010159439	0.0	0.0025751349	0.06481765	-0.023494698	36.25857	-13.569179	0	0	79.0	1.7985852	0.0063859904	630000	608.3857407569885
21	0.626137	1.3374588	3.946477	-1.9141396	65.666664	38.28693	170.0	20.0	1000.0	51351.0	0.07780454545454546	0.026558818	0.37526765	1.0393869	-1.2464865	7.7285743	6.408171	38.97696	-3.1221852	2.6077032e-08	-0.010281921	-2.2351742e-08	-0.006482843	0.067896076	-0.024185924	35.07955	-16.374708	0	0	79.0	1.7650485	0.00639283	660000	642.4064724445343
22	0.8077292	1.2070234	3.1902514	-1.9718077	59.583332	53.076923	213.0	0.0	1000.0	53116.0	0.07697971014492754	0.036779493	0.3469183	1.1972394	-1.5505207	6.2572985	5.7926054	34.703766	-2.1409295	-3.7252903e-09	0.000325324	2.9802322e-08	0.00050748326	0.07886569	-0.034900315	34.7222	-17.78525	0	0	2.0	1.7397045	0.002931445	690000	669.3858988285065
23	1.380963	1.3736321	4.6878057	-0.9612618	51.833332	50.217583	211.0	0.0	1000.0	54633.0	0.07587916666666666	0.09353358	0.33167312	1.1342283	-1.5813999	5.788075	6.2246256	36.802727	-2.5608206	-9.313226e-09	0.00020538876	-2.4214387e-08	-0.0049789543	0.08746295	-0.034134686	27.63971	-12.533233	0	0	1.0	1.7391099	0.0055284454	720000	695.6641173362732
24	1.0656037	1.233705	3.8239856	-1.7848492	61.875	37.847626	130.0	0.0	1000.0	56450.0	0.07526666666666666	0.13978425	0.3774236	1.3056579	-1.0767257	6.4628863	6.1512837	35.482006	-3.3618407	0.0	0.0006333043	1.4901161e-08	-0.0021112412	0.07716704	-0.03318392	34.302094	-16.448185	0	0	1.0	1.7382901	0.004570677	750000	721.8892405033112
25	0.9072512	1.1789229	3.688264	-2.4924989	94.333336	63.805477	236.0	0.0	1000.0	59199.0	0.07589615384615385	0.13462502	0.32173666	1.3548998	-0.94343424	7.080246	6.3519754	35.1244	-3.7216208	-2.0489097e-08	-0.0016482089	-3.7252903e-08	-0.00016854797	0.08132641	-0.03476715	57.47656	-31.311924	0	0	1.0	1.7374091	0.002583171	780000	748.3498187065125
26	1.1009814	1.2028029	3.6230385	-1.1409324	49.583332	37.907692	140.0	0.0	1000.0	60875.0	0.07515432098765432	0.0981478	0.37681934	1.4090436	-1.5854046	6.7746615	6.4862094	36.533775	-2.3475156	3.7252903e-09	-0.0011004475	-2.0489097e-08	-0.0010122014	0.07013397	-0.03315232	27.914356	-14.293834	0	0	1.0	1.7364898	0.0019068753	810000	774.7774169445038
27	1.1176827	1.0010623	2.8778932	-0.60440814	48.041668	34.796406	103.0	0.0	1000.0	62378.0	0.0742595238095238	0.074855275	0.36819512	1.0519395	-1.6478313	5.7828994	5.8361044	36.80506	-2.0198312	0.0	-0.0010616393	4.0978193e-08	-0.0012598059	0.041743375	-0.016549056	25.050554	-11.455911	0	0	1.0	1.7357416	0.0017900965	840000	801.3993692398071
28	1.3196994	1.2473502	4.550744	-0.52750117	55.916668	44.35549	135.0	0.0	1000.0	64119.0	0.0737	0.11536713	0.363049	1.3026811	-1.1364434	5.0367594	5.91978	36.585102	-3.1459663	-3.7252903e-09	-0.0007215515	-3.7252903e-09	0.00043031294	0.07632985	-0.024917997	27.908043	-12.16959	0	0	1.0	1.7351253	0.0004093857	870000	827.8933870792389
29	1.0271733	1.3624375	3.8239934	-2.244258	70.708336	63.39458	283.0	0.0	1000.0	66155.0	0.07350555555555556	0.11358273	0.33338878	1.2885756	-1.8722292	5.830308	6.2409606	40.87204	-3.0535953	-9.313226e-09	-0.0005993133	1.4901161e-08	-0.00063703535	0.07530159	-0.029762316	49.78494	-28.114952	0	0	1.0	1.7346654	0.00047975557	900000	854.2139585018158
30	1.0331812	1.2293781	4.0279546	-2.2306814	66.166664	64.63401	323.0	2.0	1000.0	68305.0	0.07344623655913979	0.12067115	0.3658302	1.3913947	-1.7575053	7.406058	7.281639	42.62566	-5.2345777	-6.519258e-09	-0.00080810895	-1.0430813e-07	-0.00028875656	0.06573935	-0.029141506	68.89187	-41.16019	0	0	1.0	1.7342865	0.00049827923	930000	881.1962494850159
31	1.2148257	1.4780457	4.6001782	-2.6323195	78.083336	59.93324	259.0	0.0	1000.0	70675.0	0.07361979166666667	0.1239688	0.34862342	1.2520186	-1.7227442	7.2597833	6.9928684	41.60559	-3.2067401	-7.450581e-09	-0.0008993151	-2.9802322e-08	0.0019239988	0.06486287	-0.024826797	61.578426	-38.71814	0	0	1.0	1.733679	0.00084933155	960000	908.1524975299835
32	1.147689	1.044469	3.2775104	-1.1110969	66.583336	61.763607	191.0	0.0	1000.0	72744.0	0.07347878787878788	0.1164713	0.37227553	1.4531654	-1.021269	7.8351374	8.109234	45.381145	-2.0494432	1.8626451e-09	-0.0005032448	2.6077032e-08	0.00053010974	0.063918844	-0.01971747	88.22621	-66.74983	0	0	1.0	1.7331202	0.00034422742	990000	935.8733370304108
33	1.3270696	1.4356486	4.22221	-2.3837793	74.75	43.544277	143.0	0.0	1000.0	74888.0	0.07341960784313725	0.060256526	0.34709254	1.1822579	-1.4226882	7.1669917	6.95192	50.962784	-2.4026036	0.0	-0.009076092	-3.3527613e-08	-0.0035676388	0.073907614	-0.034189906	34.900658	-18.033459	0	0	79.0	1.7328494	0.005152634	1020000	969.1988079547882
34	1.2098244	1.3237783	4.0602	-2.771262	63.75	57.639866	233.0	0.0	1000.0	76779.0	0.07312285714285714	0.08226598	0.3474913	1.0575875	-1.5973084	6.951033	6.7111974	37.42236	-2.824329	-5.122274e-09	-0.008602544	5.9604645e-08	0.0007356773	0.07027455	-0.03058705	65.598434	-36.09403	0	0	79.0	1.7108979	0.005080277	1050000	1002.3247232437134
35	0.9742355	1.7047652	3.4642987	-3.2237067	94.25	66.507675	241.0	2.0	1000.0	79587.0	0.07369166666666667	0.098820336	0.3675793	1.2023441	-1.7249093	7.8682237	7.072459	37.866245	-3.7491963	7.450581e-09	-0.00979332	-4.8428774e-08	0.003968569	0.07664525	-0.035511732	72.93456	-40.84573	0	0	79.0	1.7038714	0.0051105367	1080000	1035.5497572422028
